id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
FWD-03-06,P1,3,both,桌面：下载管理（默认每次另存为）,为 BrowserView 内的下载提供可控的下载管理能力并提供保存策略设置默认每次另存为同时支持自动保存到 Downloads 或指定目录。,WHEN clicking a download link inside a Flowith Web tab → THEN a Save As dialog is shown by default (every time) and chosen path is used；WHEN download starts/in-progress/completes/fails → THEN UI shows a non-modal notification with progress and completion state；WHEN clicking Show in folder/Open/Cancel → THEN action works and does not expose tokens；WHEN switching accounts/tabs during download → THEN download continues and status remains visible；WHEN changing download save mode (Save As / Auto Downloads / Auto Custom Dir) → THEN subsequent downloads follow the mode and the choice persists after restart,MANUAL,审查：1) per-partition session 监听 will-download 且不会重复注册 2) 默认模式为每次另存为 3) 进度事件节流避免 UI 卡顿 4) 不记录敏感信息且不向 renderer 默认暴露绝对路径（仅在用户显式操作如复制路径时） 5) Show in folder/Open/Cancel 可用,回归：BrowserView 导航限制/右键 Reload/viewport bounds/openTab/closeTab/代理/UA 注入不受影响；Windows 自绘制标题栏交互不回退,已完成,已完成,已完成,已提交,,src/main/workspace/WebWorkspaceService.ts:81; src/preload/index.ts:8; src/renderer/src/WorkspaceShell.tsx:875; src/main/downloads/service.ts:110; src/main/ipc.ts:130; src/main/workspace/WebWorkspaceService.ts:95; src/renderer/src/WorkspaceShell.tsx:1745,created_from_user_feedback:need download management + save mode default Save As; picked_reason:下载是高频桌面行为且必须可控默认另存为与可见进度能显著提升可用性; started_at:2026-01-22; done_at:2026-01-22; evidence:lint ok; typecheck ok; vitest ok; build ok; validation_limited:no GUI runtime to trigger Flowith in-app download; manual_test:npm run dev -> 打开任一账号 Tab -> 在页面触发下载 -> 默认弹出 Save As -> 观察右下角下载 toast 进度/完成；测试 Cancel/Show in folder/Open/Copy path；切换账号/Tab 期间下载不中断; risk:medium Electron will-download/savePath 行为需实机验证
FWD-01-19,P0,1,both,UI 修复：布局错位/点击无响应（折叠按钮/代理切换/i18n）,修复默认窗口尺寸下顶栏与侧边栏控件错位、账号列表折叠后展开按钮疑似漂移到顶栏、以及 BrowserView 覆盖导致 Inspector 区域（如代理模式“系统/自定义/直连”）无法点击切换的问题；确保中英文切换不再引发布局错位。,WHEN window is 1280x800 AND sidebar collapsed/expanded → THEN the collapse/expand toggle stays inside left sidebar header (not overlapping topbar) and remains clickable; WHEN toggling inspector open/close OR switching locale zh-CN↔en OR resizing window → THEN BrowserView viewport bounds updates immediately and never covers Topbar/Sidebar/Inspector controls; WHEN clicking proxy mode select (System/Custom/Direct) → THEN the selection changes and Save works; WHEN clicking topbar actions (Import/Export/Refresh/Settings) → THEN layout stays stable (no overlap/misalignment),MANUAL,审查：1) viewport bounds 更新触发点覆盖 topbar 高度变化/侧栏折叠/Inspector 开关/i18n 变化 2) BrowserView 不覆盖 UI（可点击） 3) CSS/布局不引入新的 overflow/滚动条 4) 变更保持 KISS（不引入新架构/依赖）,回归：导入/导出/刷新/搜索/下载 toast/设置弹层/窗口控制/右键 Reload/代理&UA 保存/openTab/closeTab 行为不回退,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:660; src/renderer/src/WorkspaceShell.tsx:1246; src/main/workspace/WebWorkspaceService.ts:82; src/renderer/src/WorkspaceShell.tsx:672; src/renderer/src/styles.css:263,created_from_user_feedback:layout misalignment + unclickable proxy + sidebar toggle drift; picked_reason:当前用户反馈为阻断级 UI 可用性问题需优先修复并确保 BrowserView 不遮挡交互; started_at:2026-01-22; done_at:2026-01-22; gemini_session:f1b4c300-e942-41d1-9895-0589113f68f8; evidence:lint ok; typecheck ok; vitest ok; build ok; force pushViewportBounds on layout-affecting state + topbar nowrap/fixed height; validation_limited:no GUI runtime to visually confirm layout/click issues; manual_test:npm run dev -> 1280x800 下折叠/展开 sidebar 按钮应始终在左侧且可点；切换 zh-CN/en 后顶栏与侧栏不应错位；打开任一账号 Tab 后 Inspector 的代理模式下拉可切换并保存；任意时刻 BrowserView 不应覆盖顶栏/侧栏/Inspector（点击均可用）; risk:medium 需实机验证 BrowserView bounds 仍无覆盖与点击穿透问题
FWD-01-20,P1,1,frontend,UI：突出色从紫色改为灰色,将 UI 的主强调色（按钮/焦点环/选中描边等）从紫色调整为灰色系，以降低视觉侵略性并保持整体克制风格。,"WHEN rendering UI in dark/light themes → THEN primary buttons, focus rings, selection highlights and other accent usages use gray (no purple remains); WHEN switching zh-CN/en → THEN no layout regression; App still builds",MANUAL,审查：1) CSS accent 变量与硬编码紫色均替换为灰色/变量化 2) 深浅色下对比度可读（按钮文字/焦点环） 3) 不引入无关重构,回归：导入/导出/刷新/设置/下载 toast/窗口控制/BrowserView viewport bounds 行为不受影响,已完成,已完成,已完成,已提交,,src/renderer/src/styles.css:1; src/renderer/src/styles.css:21,created_from_user_feedback:accent color to gray; picked_reason:用户明确反馈主突出色应更克制，优先级高于细枝末节 UI 调整; started_at:2026-01-23; done_at:2026-01-23; evidence:lint ok; typecheck ok; vitest ok; build ok; removed purple accent and switched to gray palette; validation_limited:no GUI runtime to visually confirm accent color; manual_test:npm run dev -> 观察主按钮/焦点环/选中态/背景光晕不再是紫色而为灰色；切换 light/dark 与 zh-CN/en 观察无异常; risk:low 仅 CSS 色值调整
FWD-01-21,P1,3,desktop,桌面：应用图标 logo,为桌面应用设置窗口/任务栏图标，并确保 dist 打包目录包含图标资源（使用现有 TrayIcon.png/TrayIconLight.png）。,WHEN running the app on Windows/Linux → THEN window/taskbar uses the provided app icon (not the default Electron icon); WHEN packaging via npm run dist:win or dist:linux → THEN icon files are included and icon path resolves in packaged runtime; Build remains green,MANUAL,审查：1) BrowserWindow icon 路径在 dev/packaged 都可解析（有 exists 检查与降级） 2) 不引入新依赖 3) 不影响 frameless 标题栏与窗口控制 4) dist 打包脚本会拷贝 icon 文件,回归：openTab/viewport bounds/下载/右键菜单/设置/窗口控制均不回退；npm run build 仍通过,已完成,已完成,已完成,已提交,,src/main/index.ts:1; scripts/package-dir.mjs:1; src/main/index.ts:8; scripts/package-dir.mjs:92; TrayIcon.png:1; TrayIconLight.png:1,created_from_user_feedback:add app icon; picked_reason:用户明确要求应用级图标以替换默认 Electron icon 提升品牌一致性; started_at:2026-01-23; done_at:2026-01-23; evidence:lint ok; typecheck ok; vitest ok; build ok; BrowserWindow icon resolves in dev/packaged; dist script copies icon files; validation_limited:no GUI runtime to visually confirm taskbar/window icon; manual_test:npm run dev -> 检查任务栏/Alt-Tab/窗口图标是否为 TrayIcon（不应为默认 Electron）；npm run dist:win 或 dist:linux 后启动 dist/*-unpacked/flowith-web-account-manager(或 .exe) 检查图标仍正确; risk:medium Windows 上 taskbar icon 表现依赖 Electron/系统行为需实机确认
FWD-01-22,P1,3,desktop,桌面：深色主题使用浅色应用图标,修复深色模式下应用图标显示为黑色导致对比度过低的问题：根据系统深浅色（nativeTheme）选择合适的 TrayIcon/TrayIconLight 作为 BrowserWindow icon。,WHEN system is in dark mode → THEN window/taskbar icon uses the light icon variant (visible on dark background); WHEN system is in light mode → THEN icon uses the dark icon variant; Build remains green,MANUAL,审查：1) icon 选择逻辑基于 nativeTheme.shouldUseDarkColors 且有 exists/isEmpty 校验 2) dev/packaged 路径均可解析 3) 不影响自绘制标题栏与窗口控制,回归：openTab/下载/设置/窗口控制等不受影响；npm run build 通过,已完成,已完成,已完成,已提交,,src/main/index.ts:8; TrayIcon.png:1; TrayIconLight.png:1; src/main/index.ts:31,created_from_user_feedback:dark theme shows black icon; picked_reason:深色模式图标对比度不足属于桌面可用性/观感问题需修复; started_at:2026-01-23; done_at:2026-01-23; evidence:lint ok; typecheck ok; vitest ok; build ok; choose lighter/darker icon by nativeTheme + image luminance; validation_limited:no GUI runtime to visually confirm taskbar icon contrast; manual_test:切换系统深浅色（Windows 设置）后分别启动应用，检查任务栏/Alt-Tab 图标在深色背景下为浅色、浅色背景下为深色；若系统主题切换不方便，可分别在两种系统主题下启动确认; risk:medium 任务栏图标显示受 Windows/Electron 行为影响需实机确认
FWD-05-01,P0,5,frontend,UI 回归修复：Topbar/Sidebar/Inspector 稳定布局,修复默认窗口尺寸下顶栏/侧边栏/Inspector 控件错位与溢出；确保账号列表折叠后“展开”控件仍位于左侧账号栏区域（不跑到顶栏）；并确保中英文切换不引发布局错位且 Inspector 代理模式选择始终可点击。,"GIVEN window size is 1280x800 → WHEN toggling sidebar collapsed/expanded → THEN expand/collapse control stays inside the left sidebar header area (not moving into Topbar) and remains clickable; WHEN switching locale zh-CN↔en and theme dark↔light → THEN Topbar remains single-line (no wrap/overlap) and no unexpected scrollbars appear; WHEN a Web tab is active AND Inspector is open → THEN proxy mode select (System/Custom/Direct) is clickable and changes selection and Save works; WHEN resizing window → THEN BrowserView viewport bounds update immediately and never cover Topbar/Sidebar/Inspector controls",MANUAL,审查：1) 布局变更保持 KISS（不引入新依赖/新架构） 2) topbar/side/inspector 的 overflow 处理正确且不会产生整体滚动条 3) viewport bounds 仍由 ResizeObserver 驱动并覆盖 i18n/折叠/Inspector 开关等状态变化,回归：导入/导出/搜索/打开/关闭 Tab/下载 toast/右键 Reload/窗口控制不回退,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:660; src/renderer/src/WorkspaceShell.tsx:1081; src/renderer/src/WorkspaceShell.tsx:1246; src/renderer/src/styles.css:263; src/renderer/src/styles.css:686,created_from_user_feedback:reported layout misalignment + sidebar toggle drift + unclickable inspector (proxy select) + i18n layout shift; picked_reason:P0 且用户反馈为阻断级可用性问题（布局错位/点击无响应）需优先修复; started_at:2026-01-23; done_at:2026-01-23; gemini_session:8a6762d4-76f6-46f5-bc21-9a8397800b24; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; changed viewport bounds rounding to floor to reduce BrowserView overlap risk; adjusted topbar search flex and hid vertical overflow for tabs; swapped brand logo variant for dark theme; validation_limited:headless 环境无法视觉验证 UI 对齐/按钮位置/Logo 对比度; manual_test:npm run dev -> 1280x800 下折叠/展开 sidebar 按钮始终在左侧账号栏区域且可点；切换 zh-CN/en 后顶栏不换行不遮挡；打开 Tab 后 Inspector 的 proxy mode 可切换并保存；点击“刷新当前 Tab”不应出现 tabs 垂直滚动条; risk:medium 需在 Windows/macOS/Linux 实机确认 frameless 标题栏与 BrowserView bounds 仍不覆盖交互
FWD-05-02,P1,5,both,WebView：刷新不引入滚动条 + 右键菜单（页面刷新）,修复点击“刷新当前 Tab”（BrowserView reload）后 UI 出现滚动条的问题（尤其 Tabs 区域）；并补齐 Flowith Web 标签页内右键菜单项“页面刷新”（CmdOrCtrl+R）用于刷新当前页面。,"WHEN clicking \"刷新当前 Tab\" OR triggering right-click menu \"页面刷新\" → THEN BrowserView reloads and the app UI does not gain unexpected scrollbars (Tabs area has no vertical scrollbar); WHEN right-clicking inside a Flowith Web tab → THEN context menu contains \"页面刷新\" and it works; Security hardening (openExternal for untrusted) remains enabled",MANUAL,审查：1) Tabs overflow 只允许 X 方向滚动，Y 方向必须隐藏 2) context-menu 不引入敏感信息暴露且不放宽 trusted URL 策略 3) reload 在无 active view 时安全无副作用,回归：downloads will-download/保存策略/viewport bounds/代理/UA 注入不回退；菜单在不同页面区域（输入框/空白）均不崩溃,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:1031; src/renderer/src/styles.css:686; src/main/workspace/WebWorkspaceService.ts:101,created_from_user_feedback:refresh causes scrollbar + need in-page right-click refresh; picked_reason:用户明确反馈刷新出现滚动条且缺少右键刷新入口；该问题影响高频操作优先修复; started_at:2026-01-23; done_at:2026-01-23; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; tabs overflow-y hidden; BrowserView context-menu adds \"页面刷新\" (CmdOrCtrl+R) and reloads active view; validation_limited:headless 环境无法触发真实 BrowserView 页面右键与观察滚动条; manual_test:npm run dev -> 打开任一账号 Tab -> 右键页面应出现“页面刷新”并可用；点击“刷新当前 Tab”后不应出现 Tabs 垂直滚动条; risk:medium 需实机确认 BrowserView context-menu popup 位置与中文文案符合预期
FWD-05-03,P2,5,docs,Docs：对齐 Issue CSV schema / Testing Policy / MCP 工具清单,修正/补齐文档以与当前仓库实际 Issue CSV 表头与可用工具一致（或明确标注为环境快照+生成方式），避免贡献者按错误字段/工具名执行流程。,"issues/README.md 与 docs/testing-policy.md 使用与 issues/*.csv 一致的字段名（id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes）；docs/mcp-tools.md 反映当前可用 MCP server/tool 名称（或声明为环境快照并给出再生成命令/日期）",MANUAL,审查：1) 文档字段名与实际 CSV schema 一致 2) 不虚构 MCP 工具清单与 tool 名称 3) 说明生成方式/适用范围,回归：不影响任何运行时代码/脚本；仅文档变更,已完成,已完成,已完成,已提交,,issues/2026-01-22_09-46-47-add-flowith-web-desktop-mvp.csv:1; issues/README.md:1; docs/testing-policy.md:1; docs/mcp-tools.md:1,created_from_review_feedback:reviewer flagged docs schema/tool mismatch; picked_reason:review 指出文档会误导贡献者（字段/工具名不一致）需尽快纠正避免后续流程失真; started_at:2026-01-23; done_at:2026-01-23; evidence:对齐 issues/*.csv 实际表头与状态枚举；更新 docs/testing-policy.md 引用的列名（test_mcp/review_*_state/git_state）；更新 docs/mcp-tools.md 的 server/tool 名称与生成说明; risk:low 纯文档变更
FWD-05-04,P0,5,infra,CI：GitHub Actions 跨平台编译（Win/Linux/macOS）,新增 GitHub Actions workflow 在 Windows/Linux/macOS 上执行 lint/typecheck/test/build 作为基础门禁，并准备推送到 GitHub 仓库以触发 CI。,"WHEN pushing to main OR opening a pull request → THEN GitHub Actions runs on windows-latest/ubuntu-latest/macos-latest; Steps include: npm ci; npm run lint; npm run typecheck; npm test; npm run build; Node version is pinned (>=20) and npm cache enabled; Workflow supports manual trigger (workflow_dispatch)",MANUAL,审查：1) workflow 触发条件与矩阵 OS 正确 2) 不引入 secrets 依赖 3) 命令与 package.json 一致且可在本地复现,回归：不影响现有本地脚本与打包流程；CI 失败时能定位到具体步骤日志,已完成,已完成,已完成,已提交,,package.json:1; .github/workflows/ci.yml:1,created_from_user_request:setup GitHub Actions build matrix + push to GitHub; picked_reason:P0 基础 CI 能及时发现跨平台构建回归并支撑后续迭代; started_at:2026-01-23; done_at:2026-01-23; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; added .github/workflows/ci.yml for win/linux/macos matrix; validation_limited:无法在本地环境直接运行 GitHub Actions; manual_test:推送到 https://github.com/WindC0X/Flowith-web-account-manager 后进入 GitHub Actions 查看 CI（3 个 OS job）均通过；或在 Actions 页面手动 workflow_dispatch 触发; risk:medium CI 真实跑在 GitHub runner 上可能暴露跨平台差异需首轮观察日志; push_target:https://github.com/WindC0X/Flowith-web-account-manager; push_blocked:git push -u origin main failed (could not read Username for https://github.com); push_fix:先在当前环境配置 GitHub 凭证（推荐 gh auth login 或配置 credential.helper），再执行 git push -u origin main
FWD-05-05,P0,5,infra,CI：上传构建产物 + Tag 发布 GitHub Release,在 CI 中上传可下载的构建产物（至少 out/），并在打 tag（v*）时为 Windows/Linux/macOS 打包产物并发布到 GitHub Release（作为 release assets）。,"WHEN CI runs (push main / PR) → THEN workflow uploads build artifacts (at least out/**) so users can download from Actions UI; WHEN pushing a tag v* → THEN workflow packages per-OS runnable artifacts (win/linux/mac) and creates/updates a GitHub Release with those assets attached; macOS packaging is supported (no \"Unsupported platform\\\"darwin\\\"\" failures); Release assets have OS+arch in filename",MANUAL,审查：1) upload-artifact 路径正确且不会泄露敏感信息 2) Release 创建只在 tag 触发，使用 GITHUB_TOKEN 最小权限（contents:write 仅在 release job） 3) 打包脚本支持 darwin 且与现有 dist:win/dist:linux 一致,回归：非 tag 的 CI 仍能快速跑完；原有 lint/typecheck/test/build 不回退；打包脚本对 linux/win 行为不变,已完成,已完成,已完成,已提交,,.github/workflows/ci.yml:1; scripts/package-dir.mjs:1; package.json:1,created_from_user_feedback:CI run had no downloadable outputs; want release assets published; picked_reason:P0 用户需要可下载产物与 Release 分发闭环; started_at:2026-01-23; done_at:2026-01-23; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; ci.yml uploads out/** artifacts for each OS; tag(v*) triggers packaging + archives and publishes GitHub Release via softprops/action-gh-release; package-dir.mjs supports darwin and adds dist:mac script; validation_limited:无法在本地环境直接运行 GitHub Actions 与创建 GitHub Release; manual_test:创建并推送 tag（例如 git tag v0.0.1 && git push origin v0.0.1）后在 GitHub Actions 看到 release job 成功且 Release 附带 win/linux/mac 资产；普通 push/PR 的 Actions run 页面应出现 out-* artifacts 可下载; risk:medium 首次在 GitHub runners 上跑打包可能暴露平台差异（mac runner arch/ditto/路径），需观察首轮日志; push_blocked:git push origin main failed (could not read Username for https://github.com); push_fix:请在本机已登录 GitHub 的环境执行 git push origin main（或改用 SSH remote）
FWD-05-06,P0,5,infra,Release 产物优化：减小体积 + 修复 Windows exe 图标,优化 Release 打包产物：1) 打包 appDir 仅包含 production 依赖（不带 vite/typescript/eslint 等 devDependencies）以显著降低体积；2) Windows 的 exe 文件图标应为项目图标而非 Electron 默认图标；3) 可选裁剪 locales 以进一步缩小体积。,"WHEN building release on CI tag v* → THEN Windows release asset does not include devDependencies inside resources/app/node_modules (e.g. no vite/typescript/eslint); WHEN opening the unpacked folder in Windows Explorer → THEN flowith-web-account-manager.exe displays the project icon (not Electron default); WHEN locales pruning is enabled → THEN dist keeps only en-US and zh-CN locale pak files and app still starts",MANUAL,审查：1) prod deps 安装方式稳定（npm ci --omit=dev）且不依赖额外 secrets 2) Windows exe icon 写入流程可复现（rcedit + .ico 生成）3) locales 裁剪是可选/可配置且默认安全,回归：CI 非 tag 路径不变；打包脚本 linux/win/mac 产物仍可启动；不引入敏感信息暴露,已完成,已完成,已完成,已提交,,scripts/package-dir.mjs:1; scripts/generate-ico.mjs:1; scripts/set-win-exe-icon.mjs:1; .github/workflows/ci.yml:1; package.json:1; package-lock.json:1; TrayIcon.png:1,created_from_user_feedback:release zip too large + exe icon still Electron; picked_reason:P0 影响发布可用性与观感（体积/图标）需优先优化; started_at:2026-01-23; done_at:2026-01-23; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; release packaging uses --install-prod (npm ci --omit=dev) + --keep-locales=en-US,zh-CN; windows tag flow generates .ico from TrayIcon.png and applies exe icon via rcedit; validation_limited:无法在本地环境运行 GitHub Actions/Windows Explorer 验证图标与体积变化; manual_test:推送 main 后打 tag(v*) 触发 release；下载 Windows release asset 解压后检查 resources/app/node_modules 不包含 vite/typescript/eslint；flowith-web-account-manager.exe 文件图标为项目图标；locales 目录仅保留 en-US.pak 与 zh-CN.pak 且应用可启动; risk:medium 首轮需观察 GitHub runner 上 npm ci/rcedit/locales 裁剪是否有平台差异; push_blocked:本环境 git push https 仍缺少凭证
FWD-05-07,P0,5,infra,Release：改为安装包发布（NSIS/DMG/AppImage）,将 tag(v*) 的 Release 资产从“unpacked 目录压缩包”调整为标准安装包/发行包：Windows 产出 NSIS 安装程序（exe）；macOS 产出 dmg；Linux 产出 AppImage；并在 GitHub Actions 中构建后自动附加到 GitHub Release。,"WHEN pushing a tag v* → THEN GitHub Actions produces installers (Windows .exe NSIS；macOS .dmg；Linux .AppImage) and attaches them to the GitHub Release；Release assets do not include win-unpacked/mac-unpacked/linux-unpacked archive files；Installer/app icon is the project icon（not Electron default）",MANUAL,审查：1) workflow 仅在 tag 触发 release 打包且 permissions 最小化 2) electron-builder 配置不引入 secrets 依赖且不破坏现有 build/test 3) 版本号与 tag 对齐（至少安装包文件名/内部 version 不再固定 0.0.0）,回归：非 tag 的 CI 仍执行 lint/typecheck/test/build 且 out/** artifact 仍可下载；原有 package-dir.mjs 不强制删除（避免破坏兼容性）,已完成,已完成,已完成,已提交,,package.json:1; .github/workflows/ci.yml:1; build/icon.png:1; build/icon.ico:1,picked_reason:用户明确要求 Release 不再发布“便携目录 zip”且当前 Release 资产格式与图标体验不符合预期；started_at:2026-01-23; done_at:2026-01-23; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; npx electron-builder --linux AppImage --publish never ok（本地生成 dist/release/*.AppImage）; validation_limited:无法在本地环境运行 GitHub Actions 且无法在非 Windows/macOS 环境构建 NSIS/DMG；manual_test:推送到 GitHub 后打 tag（例如 git tag v0.0.1 && git push origin v0.0.1）→ Actions 应生成并上传 dist/release 下的 .exe/.dmg/.AppImage 到 GitHub Release；Release assets 不应再包含 win-unpacked/mac-unpacked/linux-unpacked 的压缩包；安装包/应用图标不应为 Electron 默认图标; risk:medium 需首轮观察 GitHub runners 上 electron-builder 的跨平台行为（尤其 macOS DMG/Windows NSIS）
FWD-05-08,P0,5,frontend,UI：修复侧边栏折叠展开按钮位置与 Topbar 布局错乱,修复默认窗口大小下 Topbar/Sidebar 组件错位与遮挡问题：侧边栏折叠后展开按钮不应跑到 Topbar；Topbar 内控件应在不同窗口宽度与中英文切换下保持对齐且可点击；代理类别切换应可用；并按用户反馈调整布局（批量打开移到账号列表上方；Topbar 放置设置入口）与突出色（紫色→灰色）。,"GIVEN 默认窗口大小 → THEN Topbar/Sidebar 按钮不重叠不遮挡且均可点击；GIVEN 侧边栏折叠 → THEN 展开按钮仍位于左侧账号栏区域且不会出现在 Topbar；WHEN 点击代理类别（例如“系统”）→ THEN 可展开并切换类别且 UI 有反馈；WHEN 切换中英文 → THEN 关键布局不跳动不溢出；WHEN 查看突出色 → THEN 使用灰色作为强调色而非紫色；批量打开入口位于账号列表上方且 Topbar 提供设置入口",MANUAL,审查：1) 组件布局使用 flex/overflow 约束避免绝对定位导致漂移 2) 点击区域不被透明层遮挡（pointer-events/z-index）3) i18n 文案变长不破坏布局,回归：Tabs/Inspector/Dialogs/BroswerView viewport 不回退；刷新/右键菜单等已实现能力不被破坏,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:1; src/renderer/src/styles.css:1,picked_reason:用户多次反馈默认窗口下布局错乱与交互不可用（折叠展开按钮位置错误、Topbar 排列混乱、代理类别切换无响应、切换语言后错位）影响核心可用性需 P0 修复；started_at:2026-01-23; done_at:2026-01-23; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; validation_limited:当前环境无法稳定启动/交互 Electron UI（缺少真实桌面交互与截图回传）无法直接复现用户截图中的错位与点击无响应; manual_test:npm run dev -> 1) 折叠账号栏后左侧应出现居中浮动“»”展开按钮且不在 Topbar；2) Topbar 搜索/导入/导出/刷新/设置入口在默认窗口宽度下不遮挡，设置弹层可正常展开；3) 打开任一账号详情 -> 网络设置中“代理模式”下拉（系统/自定义/直连）可切换且可保存；4) 设置中切换 zh-CN/en 后 Topbar/Sidebar 不错位且控件仍可点; risk:medium 需实机确认不同 DPI/窗口宽度下 topbar-actions 溢出裁剪是否隐藏关键按钮（必要时可把导入/导出/刷新收敛到设置菜单）
FWD-05-09,P0,5,frontend,导入 refresh_token：校验与结果提示,导入 refresh_token 后需要明确反馈结果：对输入行做基础清洗/去空行；导入过程按 Supabase refreshSession 校验每条 token；导入完成后在导入弹窗内显示成功/失败数量、warnings 与失败行的掩码指纹+原因；不要在 UI/日志中泄露明文 token。,"WHEN user clicks 导入 → THEN UI shows a visible result summary (success/failed counts) and keeps result visible without requiring user to find a hidden chip; WHEN there are failures → THEN show redacted per-line errors (line number + masked fingerprint) and do not close dialog automatically; WHEN import fully succeeds → THEN show success feedback (e.g., summary) and allow user to close; Input preprocessing trims and ignores empty lines; No plaintext tokens appear in UI or logs",MANUAL,审查：1) 不泄露 token（仅显示 line + masked fingerprint / redacted error）2) 导入失败不静默（用户必须能看到原因/数量）3) UI 状态在 busy 时禁用按钮且不会重复提交,回归：现有 importRefreshTokens IPC/main 校验逻辑不回退；导出仍是唯一明文输出路径；导入后刷新账号列表行为不变,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:865; src/renderer/src/WorkspaceShell.tsx:1859; src/main/accounts/import.ts:26; src/main/ipc.ts:214,picked_reason:用户反馈导入无校验/无成功失败提醒导致不可用与困惑，属于核心功能体验问题需 P0 修复；started_at:2026-01-23; done_at:2026-01-23; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; import 不再自动关闭弹窗并在弹窗内显示导入成功/失败数量、warnings 与失败明细; validation_limited:当前环境无法稳定启动/交互 Electron UI，无法直接实机验证导入弹窗交互与 Supabase 校验请求; manual_test:npm run dev -> 打开导入弹窗，输入多行 refresh_token（包含无效行）点击导入；期望弹窗不自动关闭且显示“成功/失败”统计、warnings（如有）与失败行的 line+掩码指纹+原因；全成功时也应显示成功提示并可点“完成”关闭; risk:medium 需实机确认弹窗显示区域在不同 DPI/窗口尺寸下不被遮挡且错误列表可滚动
FWD-05-10,P0,5,both,修复 Web 登录态注入：对齐 flowithOS 的 auth storage key/域名/请求头,修复打开账号 Tab 后 Flowith Web 仍未登录的问题：1) Supabase 配置提供默认值（不强制依赖环境变量）；2) 登录态注入写入 Flowith Web 实际使用的 storage keys（sb-<ref>-auth-token / sb-<ref>-all-auth-token / sb-server-auth-token 等）并清理 userHasLoggedOut 标记；3) 允许 Flowith Web 相关域名（flowith.io / flowith.net / flo.ing）跳转不被拦截；4) 对 edge.flowith.net 与 supabase host 的请求注入必要的 Authorization header（不覆盖已有 Authorization）。,"GIVEN account has valid refresh_token → WHEN open Flowith Web tab → THEN page finishes loading in a logged-in state for that account；Login bootstrap works without requiring FLOWITH_SUPABASE_URL/FLOWITH_SUPABASE_ANON_KEY env vars；Navigation to allowed Flowith hosts is not blocked；No plaintext tokens appear in renderer/UI/logs；Multi-account tabs do not share auth state",MANUAL,审查：1) 注入逻辑仅 main 侧持有 token（renderer 不持有明文）2) storage keys 与 flowithOS 对齐（sb-<ref>-auth-token/sb-<ref>-all-auth-token/sb-server-auth-token）3) URL allowlist 不放宽到非 Flowith 域名 4) Authorization header 注入仅限 edge.flowith.net + supabase host 且不覆盖已有 header,回归：多账号并行 Tab 不串号；注入失败不污染已有登录 tab；外链仍 openExternal；代理/UA 与 downloads 不回退,已完成,已完成,已完成,已提交,,src/main/workspace/FlowithLoginBootstrapService.ts:1; src/main/workspace/WebWorkspaceService.ts:1; src/main/flowith/supabase.ts:1; src/main/ipc.ts:1,picked_reason:用户反馈导入后打开 Web 登录态不正确，且建议参考 flowithos-account-manager；该问题影响核心体验需 P0 修复；started_at:2026-01-24; done_at:2026-01-24; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; aligned auth storage keys/allowlist/header injection with flowithos-account-manager; validation_limited:缺少可用 refresh_token 与真实桌面环境，无法在当前环境直接验证 Flowith Web 实际进入已登录态（仅能验证注入链路与构建通过）；manual_test:npm run dev -> 导入有效 refresh_token -> 打开该账号 Tab；期望页面自动进入登录态（无需手动登录），并可正常访问 edge.flowith.net 的鉴权接口（如积分页/账户信息）；切换多个账号 Tab 不串号；risk:high Flowith Web 侧存储 key/鉴权策略变更仍可能导致注入失效，需实机按 FlowithOS 行为回归验证
